,month,week,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,3,10,3/1/2020,-4908.62,-6211.44,2541.48,-4908.62,-4908.62,3139.28,3139.28,3139.28,1369.09,1369.09,1369.09,2585.78,2585.78,2585.78,-815.59,-815.59,-815.59,0,0,0,-1769.34
1,3,10,3/2/2020,-4458.31,-1342.3,7645.86,-4458.31,-4458.31,7580.98,7580.98,7580.98,4158.38,4158.38,4158.38,3480.37,3480.37,3480.37,-57.76,-57.76,-57.76,0,0,0,3122.66
2,3,10,3/3/2020,-4008.01,-4679.31,4140.36,-4008.01,-4008.01,3899.83,3899.83,3899.83,4414.63,4414.63,4414.63,-1126.06,-1126.06,-1126.06,611.27,611.27,611.27,0,0,0,-108.17
3,3,10,3/4/2020,-3557.7,-7593.09,1434.72,-3557.7,-3557.7,765.18,765.18,765.18,3821.75,3821.75,3821.75,-4235.89,-4235.89,-4235.89,1179.32,1179.32,1179.32,0,0,0,-2792.52
4,3,10,3/5/2020,-3107.39,-5160.23,4115.4,-3107.39,-3107.39,2825.65,2825.65,2825.65,2938.53,2938.53,2938.53,-1751.21,-1751.21,-1751.21,1638.33,1638.33,1638.33,0,0,0,-281.75
5,3,10,3/6/2020,-2657.09,-5555.02,3490.52,-2657.09,-2657.09,1530.53,1530.53,1530.53,-128.62,-128.62,-128.62,-325.4,-325.4,-325.4,1984.54,1984.54,1984.54,0,0,0,-1126.56
6,3,10,3/7/2020,-2206.78,-4969.15,4250,-2206.78,-2206.78,1751.19,1751.19,1751.19,-1839.74,-1839.74,-1839.74,1372.4,1372.4,1372.4,2218.52,2218.52,2218.52,0,0,0,-455.59
7,3,11,3/8/2020,-1756.47,-1584.55,7293.25,-1756.47,-1756.47,4702.38,4702.38,4702.38,-228.44,-228.44,-228.44,2585.78,2585.78,2585.78,2345.04,2345.04,2345.04,0,0,0,2945.91
8,3,11,3/9/2020,-1306.16,559.72,9425.84,-1306.16,-1306.16,6231.9,6231.9,6231.9,378.68,378.68,378.68,3480.37,3480.37,3480.37,2372.85,2372.85,2372.85,0,0,0,4925.74
9,3,11,3/10/2020,-855.86,-4349.85,4970.36,-855.86,-855.86,1124.78,1124.78,1124.78,-63.47,-63.47,-63.47,-1126.06,-1126.06,-1126.06,2314.31,2314.31,2314.31,0,0,0,268.92
10,3,11,3/11/2020,-405.55,-6362.45,2449.88,-405.55,-405.55,-1639.55,-1639.55,-1639.55,411.36,411.36,411.36,-4235.89,-4235.89,-4235.89,2184.97,2184.97,2184.97,0,0,0,-2045.1
11,3,11,3/12/2020,44.76,-5103.66,3657.86,44.76,44.76,-649.63,-649.63,-649.63,-901.36,-901.36,-901.36,-1751.21,-1751.21,-1751.21,2002.94,2002.94,2002.94,0,0,0,-604.87
12,3,11,3/13/2020,495.07,-5721.07,3257.21,495.07,495.07,-1688.73,-1688.73,-1688.73,-3151.68,-3151.68,-3151.68,-325.4,-325.4,-325.4,1788.35,1788.35,1788.35,0,0,0,-1193.66
13,3,11,3/14/2020,945.37,-3839.25,5217.61,945.37,945.37,-304.32,-304.32,-304.32,-3239.31,-3239.31,-3239.31,1372.4,1372.4,1372.4,1562.59,1562.59,1562.59,0,0,0,641.05
14,3,12,3/15/2020,1395.68,-2687.75,6169.08,1395.68,1395.68,344.01,344.01,344.01,-3589.41,-3589.41,-3589.41,2585.78,2585.78,2585.78,1347.64,1347.64,1347.64,0,0,0,1739.69
15,3,12,3/16/2020,1845.99,-1930.59,7059.11,1845.99,1845.99,480.74,480.74,480.74,-4164.94,-4164.94,-4164.94,3480.37,3480.37,3480.37,1165.31,1165.31,1165.31,0,0,0,2326.72
16,3,12,3/17/2020,2296.3,-3881.37,4983.85,2296.3,2296.3,-1714.71,-1714.71,-1714.71,-1625.21,-1625.21,-1625.21,-1126.06,-1126.06,-1126.06,1036.56,1036.56,1036.56,0,0,0,581.59
17,3,12,3/18/2020,2746.6,-4912.58,4471.95,2746.6,2746.6,-2549.63,-2549.63,-2549.63,705.47,705.47,705.47,-4235.89,-4235.89,-4235.89,980.79,980.79,980.79,0,0,0,196.97
18,3,12,3/19/2020,3196.91,-3155.1,6194.18,3196.91,3196.91,-1460.99,-1460.99,-1460.99,-724.98,-724.98,-724.98,-1751.21,-1751.21,-1751.21,1015.2,1015.2,1015.2,0,0,0,1735.92
19,3,12,3/20/2020,3647.22,-2522.21,6387.58,3647.22,3647.22,-1873.23,-1873.23,-1873.23,-2702.09,-2702.09,-2702.09,-325.4,-325.4,-325.4,1154.26,1154.26,1154.26,0,0,0,1773.99
20,3,12,3/21/2020,4097.53,-755.41,8256.08,4097.53,4097.53,-265.9,-265.9,-265.9,-3047.5,-3047.5,-3047.5,1372.4,1372.4,1372.4,1409.2,1409.2,1409.2,0,0,0,3831.63
21,3,13,3/22/2020,4547.83,2107.33,11250.58,4547.83,4547.83,2154.01,2154.01,2154.01,-2219.42,-2219.42,-2219.42,2585.78,2585.78,2585.78,1787.65,1787.65,1787.65,0,0,0,6701.85
22,3,13,3/23/2020,4998.14,6145.66,14994.93,4998.14,4998.14,5574.67,5574.67,5574.67,-199.1,-199.1,-199.1,3480.37,3480.37,3480.37,2293.4,2293.4,2293.4,0,0,0,10572.81
23,3,13,3/24/2020,5448.45,4063.74,12982.54,5448.45,5448.45,3137.95,3137.95,3137.95,1337.78,1337.78,1337.78,-1126.06,-1126.06,-1126.06,2926.23,2926.23,2926.23,0,0,0,8586.4
24,3,13,3/25/2020,5898.76,2321.38,10815.3,5898.76,5898.76,854.53,854.53,854.53,1408.52,1408.52,1408.52,-4235.89,-4235.89,-4235.89,3681.9,3681.9,3681.9,0,0,0,6753.29
25,3,13,3/26/2020,6349.07,6416.49,15173.27,6349.07,6349.07,4381.08,4381.08,4381.08,1580.08,1580.08,1580.08,-1751.21,-1751.21,-1751.21,4552.21,4552.21,4552.21,0,0,0,10730.15
26,3,13,3/27/2020,6799.37,9849.02,18610.31,6799.37,6799.37,7201.87,7201.87,7201.87,2001.97,2001.97,2001.97,-325.4,-325.4,-325.4,5525.3,5525.3,5525.3,0,0,0,14001.24
27,3,13,3/28/2020,7249.68,13212.82,22062.18,7249.68,7249.68,9970.69,9970.69,9970.69,2012.41,2012.41,2012.41,1372.4,1372.4,1372.4,6585.88,6585.88,6585.88,0,0,0,17220.37
28,3,14,3/29/2020,7699.99,14814.3,23580.71,7699.99,7699.99,11733.14,11733.14,11733.14,1431.65,1431.65,1431.65,2585.78,2585.78,2585.78,7715.71,7715.71,7715.71,0,0,0,19433.13
29,3,14,3/30/2020,8150.3,16433.07,25028.43,8150.3,8150.3,12398.3,12398.3,12398.3,23.84,23.84,23.84,3480.37,3480.37,3480.37,8894.09,8894.09,8894.09,0,0,0,20548.6
30,3,14,3/31/2020,8600.61,13474.89,22261.13,8600.61,8600.61,9090.84,9090.84,9090.84,118.45,118.45,118.45,-1126.06,-1126.06,-1126.06,10098.45,10098.45,10098.45,0,0,0,17691.45
31,4,14,4/1/2020,9050.91,14874.07,23444.87,9050.91,9050.91,10012.96,10012.96,10012.96,2943.88,2943.88,2943.88,-4235.89,-4235.89,-4235.89,11304.96,11304.96,11304.96,0,0,0,19063.87
32,4,14,4/2/2020,9501.22,20641.59,29282.76,9501.22,9501.22,15343.99,15343.99,15343.99,4606,4606,4606,-1751.21,-1751.21,-1751.21,12489.2,12489.2,12489.2,0,0,0,24845.21
33,4,14,4/3/2020,9951.53,22877.86,31654.68,9951.53,9951.53,17348.46,17348.46,17348.46,4047.02,4047.02,4047.02,-325.4,-325.4,-325.4,13626.84,13626.84,13626.84,0,0,0,27299.99
34,4,14,4/4/2020,10401.84,25611.78,34486.74,10401.84,10401.84,19666.03,19666.03,19666.03,3599.31,3599.31,3599.31,1372.4,1372.4,1372.4,14694.32,14694.32,14694.32,0,0,0,30067.87
35,4,15,4/5/2020,10852.15,25989.78,35235.54,10852.15,10852.15,19846.66,19846.66,19846.66,1591.44,1591.44,1591.44,2585.78,2585.78,2585.78,15669.43,15669.43,15669.43,0,0,0,30698.8
36,4,15,4/6/2020,11302.45,25458.73,34320.82,11302.45,11302.45,18533.67,18533.67,18533.67,-1478.69,-1478.69,-1478.69,3480.37,3480.37,3480.37,16531.99,16531.99,16531.99,0,0,0,29836.12
37,4,15,4/7/2020,11752.76,22404.08,31171.11,11752.76,11752.76,14922.78,14922.78,14922.78,-1215.48,-1215.48,-1215.48,-1126.06,-1126.06,-1126.06,17264.32,17264.32,17264.32,0,0,0,26675.54
38,4,15,4/8/2020,12203.06,21741.66,30549.66,12203.06,12203.06,14007.74,14007.74,14007.74,391.92,391.92,391.92,-4235.89,-4235.89,-4235.89,17851.71,17851.71,17851.71,0,0,0,26210.8
39,4,15,4/9/2020,12653.37,24576.6,33321.43,12653.37,12653.37,16587.82,16587.82,16587.82,56.26,56.26,56.26,-1751.21,-1751.21,-1751.21,18282.77,18282.77,18282.77,0,0,0,29241.19
40,4,15,4/10/2020,13103.67,26923.55,35821.75,13103.67,13103.67,18401.23,18401.23,18401.23,176.9,176.9,176.9,-325.4,-325.4,-325.4,18549.73,18549.73,18549.73,0,0,0,31504.9
41,4,15,4/11/2020,13553.98,29047.45,38070.2,13553.98,13553.98,20127.57,20127.57,20127.57,106.6,106.6,106.6,1372.4,1372.4,1372.4,18648.56,18648.56,18648.56,0,0,0,33681.54
42,4,16,4/12/2020,14004.28,28235.96,37346.51,14004.28,14004.28,18960.61,18960.61,18960.61,-2204.21,-2204.21,-2204.21,2585.78,2585.78,2585.78,18579.04,18579.04,18579.04,0,0,0,32964.89
43,4,16,4/13/2020,14454.59,28279.49,37298.79,14454.59,14454.59,18413.1,18413.1,18413.1,-3411.92,-3411.92,-3411.92,3480.37,3480.37,3480.37,18344.66,18344.66,18344.66,0,0,0,32867.68
44,4,16,4/14/2020,14904.89,24189.18,33116.7,14904.89,14904.89,13629.32,13629.32,13629.32,-3197.12,-3197.12,-3197.12,-1126.06,-1126.06,-1126.06,17952.5,17952.5,17952.5,0,0,0,28534.22
45,4,16,4/15/2020,15355.2,20221.59,28831.5,15355.2,15355.2,9046.83,9046.83,9046.83,-4130.23,-4130.23,-4130.23,-4235.89,-4235.89,-4235.89,17412.95,17412.95,17412.95,0,0,0,24402.03
46,4,16,4/16/2020,15805.5,23236.42,32015.35,15805.5,15805.5,11730.78,11730.78,11730.78,-3257.32,-3257.32,-3257.32,-1751.21,-1751.21,-1751.21,16739.32,16739.32,16739.32,0,0,0,27536.29
47,4,16,4/17/2020,16255.81,27347.14,36099.22,16255.81,16255.81,15579.38,15579.38,15579.38,-42.65,-42.65,-42.65,-325.4,-325.4,-325.4,15947.43,15947.43,15947.43,0,0,0,31835.19
48,4,16,4/18/2020,16706.11,29453.15,38126.01,16706.11,16706.11,16784.19,16784.19,16784.19,356.66,356.66,356.66,1372.4,1372.4,1372.4,15055.12,15055.12,15055.12,0,0,0,33490.3
49,4,17,4/19/2020,17156.42,27451.32,36389.22,17156.42,17156.42,14769.12,14769.12,14769.12,-1898.34,-1898.34,-1898.34,2585.78,2585.78,2585.78,14081.68,14081.68,14081.68,0,0,0,31925.54
50,4,17,4/20/2020,17606.72,26851.4,35369.47,17606.72,17606.72,13483.39,13483.39,13483.39,-3044.25,-3044.25,-3044.25,3480.37,3480.37,3480.37,13047.27,13047.27,13047.27,0,0,0,31090.11
51,4,17,4/21/2020,18057.03,21773.4,30825.44,18057.03,18057.03,8056.98,8056.98,8056.98,-2789.32,-2789.32,-2789.32,-1126.06,-1126.06,-1126.06,11972.36,11972.36,11972.36,0,0,0,26114.01
52,4,17,4/22/2020,18507.33,19630.57,28340.75,18507.33,18507.33,5336.85,5336.85,5336.85,-1304.38,-1304.38,-1304.38,-4235.89,-4235.89,-4235.89,10877.11,10877.11,10877.11,0,0,0,23844.18
53,4,17,4/23/2020,18957.64,23581.39,32380.82,18957.64,18957.64,8802.87,8802.87,8802.87,773.26,773.26,773.26,-1751.21,-1751.21,-1751.21,9780.82,9780.82,9780.82,0,0,0,27760.51
54,4,17,4/24/2020,19407.94,24639.52,33675.97,19407.94,19407.94,9849.66,9849.66,9849.66,1473.64,1473.64,1473.64,-325.4,-325.4,-325.4,8701.42,8701.42,8701.42,0,0,0,29257.6
55,4,17,4/25/2020,19858.25,25730.11,34953.45,19858.25,19858.25,10437.98,10437.98,10437.98,1410.61,1410.61,1410.61,1372.4,1372.4,1372.4,7654.97,7654.97,7654.97,0,0,0,30296.23
56,4,18,4/26/2020,20308.55,26836.71,35609.4,20308.55,20308.55,11065.25,11065.25,11065.25,1824.18,1824.18,1824.18,2585.78,2585.78,2585.78,6655.28,6655.28,6655.28,0,0,0,31373.8
57,4,18,4/27/2020,20758.86,27509.99,36651.96,20758.86,20758.86,11253.03,11253.03,11253.03,2059.04,2059.04,2059.04,3480.37,3480.37,3480.37,5713.62,5713.62,5713.62,0,0,0,32011.88
58,4,18,4/28/2020,21209.16,21990.53,31041.72,21209.16,21209.16,5549.22,5549.22,5549.22,1836.87,1836.87,1836.87,-1126.06,-1126.06,-1126.06,4838.41,4838.41,4838.41,0,0,0,26758.38
59,4,18,4/29/2020,21659.47,17548.26,26645.14,21659.47,21659.47,557.64,557.64,557.64,758.37,758.37,758.37,-4235.89,-4235.89,-4235.89,4035.15,4035.15,4035.15,0,0,0,22217.11
60,4,18,4/30/2020,22109.77,18993.44,27667.81,22109.77,22109.77,1229.77,1229.77,1229.77,-325.35,-325.35,-325.35,-1751.21,-1751.21,-1751.21,3306.34,3306.34,3306.34,0,0,0,23339.55
61,5,18,5/1/2020,22560.08,21913.76,30702.61,22560.08,22560.08,3695.21,3695.21,3695.21,1369.09,1369.09,1369.09,-325.4,-325.4,-325.4,2651.52,2651.52,2651.52,0,0,0,26255.28
62,5,18,5/2/2020,23010.38,25706.96,34930.5,23010.38,23010.38,7598.23,7598.23,7598.23,4158.38,4158.38,4158.38,1372.4,1372.4,1372.4,2067.45,2067.45,2067.45,0,0,0,30608.61
63,5,19,5/3/2020,23460.69,27227.18,36252.89,23460.69,23460.69,8548.7,8548.7,8548.7,4414.63,4414.63,4414.63,2585.78,2585.78,2585.78,1548.29,1548.29,1548.29,0,0,0,32009.38
64,5,19,5/4/2020,23910.99,27794.67,36717.16,23910.99,23910.99,8388.05,8388.05,8388.05,3821.75,3821.75,3821.75,3480.37,3480.37,3480.37,1085.94,1085.94,1085.94,0,0,0,32299.04
65,5,19,5/5/2020,24361.3,22344.68,31250.61,24361.3,24361.3,2482.86,2482.86,2482.86,2938.53,2938.53,2938.53,-1126.06,-1126.06,-1126.06,670.39,670.39,670.39,0,0,0,26844.15
66,5,19,5/6/2020,24811.6,16134.81,25278.64,24811.6,24811.6,-4074.37,-4074.37,-4074.37,-128.62,-128.62,-128.62,-4235.89,-4235.89,-4235.89,290.13,290.13,290.13,0,0,0,20737.23
67,5,19,5/7/2020,25261.91,16785.32,26240.16,25261.91,25261.91,-3658.3,-3658.3,-3658.3,-1839.74,-1839.74,-1839.74,-1751.21,-1751.21,-1751.21,-67.35,-67.35,-67.35,0,0,0,21603.61
68,5,19,5/8/2020,25712.21,20229.53,28891.51,25712.21,25712.21,-968.98,-968.98,-968.98,-228.44,-228.44,-228.44,-325.4,-325.4,-325.4,-415.15,-415.15,-415.15,0,0,0,24743.23
69,5,19,5/9/2020,26162.52,22557.47,31584.24,26162.52,26162.52,984.71,984.71,984.71,378.68,378.68,378.68,1372.4,1372.4,1372.4,-766.37,-766.37,-766.37,0,0,0,27147.23
70,5,20,5/10/2020,26612.82,23583.79,32512.13,26612.82,26612.82,1388.55,1388.55,1388.55,-63.47,-63.47,-63.47,2585.78,2585.78,2585.78,-1133.76,-1133.76,-1133.76,0,0,0,28001.37
71,5,20,5/11/2020,27063.13,24826.76,34096.57,27063.13,27063.13,2362.6,2362.6,2362.6,411.36,411.36,411.36,3480.37,3480.37,3480.37,-1529.13,-1529.13,-1529.13,0,0,0,29425.72
72,5,20,5/12/2020,27513.43,19333.55,27795.99,27513.43,27513.43,-3990.47,-3990.47,-3990.47,-901.36,-901.36,-901.36,-1126.06,-1126.06,-1126.06,-1963.05,-1963.05,-1963.05,0,0,0,23522.96
73,5,20,5/13/2020,27963.74,13839.88,22874.77,27963.74,27963.74,-9831.98,-9831.98,-9831.98,-3151.68,-3151.68,-3151.68,-4235.89,-4235.89,-4235.89,-2444.41,-2444.41,-2444.41,0,0,0,18131.76
74,5,20,5/14/2020,28414.04,15879.43,25226.11,28414.04,28414.04,-7970.67,-7970.67,-7970.67,-3239.31,-3239.31,-3239.31,-1751.21,-1751.21,-1751.21,-2980.15,-2980.15,-2980.15,0,0,0,20443.37
75,5,20,5/15/2020,28864.35,16790.24,25964.08,28864.35,28864.35,-7489.83,-7489.83,-7489.83,-3589.41,-3589.41,-3589.41,-325.4,-325.4,-325.4,-3575.02,-3575.02,-3575.02,0,0,0,21374.52
76,5,20,5/16/2020,29314.65,17886.86,26670.63,29314.65,29314.65,-7023.99,-7023.99,-7023.99,-4164.94,-4164.94,-4164.94,1372.4,1372.4,1372.4,-4231.45,-4231.45,-4231.45,0,0,0,22290.66
77,5,21,5/17/2020,29764.96,21447.97,30605.57,29764.96,29764.96,-3988.87,-3988.87,-3988.87,-1625.21,-1625.21,-1625.21,2585.78,2585.78,2585.78,-4949.45,-4949.45,-4949.45,0,0,0,25776.08
78,5,21,5/18/2020,30215.26,23909.29,33254.36,30215.26,30215.26,-1540.79,-1540.79,-1540.79,705.47,705.47,705.47,3480.37,3480.37,3480.37,-5726.63,-5726.63,-5726.63,0,0,0,28674.47
79,5,21,5/19/2020,30665.57,17584.59,26737.81,30665.57,30665.57,-8409.33,-8409.33,-8409.33,-724.98,-724.98,-724.98,-1126.06,-1126.06,-1126.06,-6558.29,-6558.29,-6558.29,0,0,0,22256.24
80,5,21,5/20/2020,31115.87,12198.31,21106.77,31115.87,31115.87,-14375.57,-14375.57,-14375.57,-2702.09,-2702.09,-2702.09,-4235.89,-4235.89,-4235.89,-7437.6,-7437.6,-7437.6,0,0,0,16740.3
81,5,21,5/21/2020,31566.17,13650.81,22906.44,31566.17,31566.17,-13154.54,-13154.54,-13154.54,-3047.5,-3047.5,-3047.5,-1751.21,-1751.21,-1751.21,-8355.83,-8355.83,-8355.83,0,0,0,18411.63
82,5,21,5/22/2020,32016.48,15836.51,24476.17,32016.48,32016.48,-11847.46,-11847.46,-11847.46,-2219.42,-2219.42,-2219.42,-325.4,-325.4,-325.4,-9302.65,-9302.65,-9302.65,0,0,0,20169.02
83,5,21,5/23/2020,32466.78,18896.18,27805.25,32466.78,32466.78,-9093.14,-9093.14,-9093.14,-199.1,-199.1,-199.1,1372.4,1372.4,1372.4,-10266.44,-10266.44,-10266.44,0,0,0,23373.64
